Heat Load (W),Heat Flux (W/cmÂ²),Heat Pipe Length,Heat Pipe Diameter,Heat Pipe Width,Heat Pipe Thickness,Evaporator Length,Condenser Length,Adiabatic Length,Working Fluid,Heat Pipe Material,Wick Structure,Wick Material,Fill Ratio,Orientation,Cooling Method,Air Velocity,Ambient Temperature,Maximum Temperature,Average Temperature,Thermal Resistance,Effective Thermal Conductivity,Pressure Drop,Efficiency
108.7,25.82,83,10,21.8,3.6,13.4,33.7,35.9,Acetone,Aluminum,Grooved,Aluminum,37,Horizontal,Natural Convection,0,41.4,45.4,43.2,0.0369,50172,,
154.8,23.78,220.2,4,,,51.8,88,80.4,Water,Aluminum,Grooved,Aluminum,61,Horizontal,Natural Convection,0,43.4,49.2,46.3,0.0377,787983,,
153.7,12.52,326.3,4,,,97.7,116.3,112.3,Water,Aluminum,Grooved,Aluminum,39.3,Horizontal,Natural Convection,0,20.6,24.2,22.7,0.0233,2168373,,
139.8,7.39,282.2,8,,,75.3,123.7,83.2,Water,Copper,Grooved,Copper,40.4,Horizontal,Natural Convection,0,36.6,37.4,37,0.0058,1728669,243237884.7,97
35.8,5.94,117.6,8,,,24,45.3,48.3,Water,Copper,Grooved,Copper,41.4,Horizontal,Forced Convection,3.7,24.6,25.1,24.8,0.0133,250142,46508392.9,
142.6,14.62,149.5,8,,,38.8,64.9,45.8,Methanol,Aluminum,Grooved,Aluminum,53.3,Vertical (Bottom Heat),Forced Convection,2.2,39.9,42,40.7,0.0145,281258,,96.9
69.4,10.52,216,4,,,52.5,87.6,75.9,Water,Aluminum,Grooved,Aluminum,43.6,Vertical (Bottom Heat),Natural Convection,0,23.8,26.4,25.1,0.0379,775449,,
64.3,13.79,169.8,4,,,37.1,54.7,78,Water,Copper,Grooved,Copper,31.9,Horizontal,Natural Convection,0,28.8,30.9,29.9,0.0333,786668,,
161.2,17.89,241.4,6,18.8,1.5,47.8,97.6,96,Water,Copper,Grooved,Copper,32.8,Horizontal,Forced Convection,2.1,40.6,42.1,41.1,0.0096,1212139,,
144.2,10.78,265.3,8,21.9,2.3,53.2,110.3,101.8,Methanol,Aluminum,Grooved,Aluminum,44.4,Vertical (Bottom Heat),Natural Convection,0,21.2,23,22,0.0124,724887,1812292177,97.9
121.2,6.61,336,6,11.3,2.5,97.3,136.8,101.9,Water,Copper,Grooved,Copper,65.3,Vertical (Bottom Heat),Forced Convection,3.2,35.7,36.4,36,0.0054,3202283,395515644.8,
120.1,15.17,164.2,8,,,31.5,53.8,78.9,Water,Copper,Grooved,Copper,61.4,Vertical (Bottom Heat),Forced Convection,2.8,27.4,28.6,27.8,0.0103,481100,,
82.8,5.98,167.9,10,,,44.1,65,58.8,Methanol,Aluminum,Grooved,Aluminum,35.8,Vertical (Bottom Heat),Natural Convection,0,38.4,39.5,39,0.0132,314854,471902489.7,
55.5,4.15,174.6,10,46.2,1.7,42.6,55.9,76.1,Water,Copper,Grooved,Copper,42.2,Vertical (Bottom Heat),Forced Convection,2.4,23.6,24,23.8,0.0064,569299,,
95.8,11.73,113.5,8,,,32.5,48.9,32.1,Water,Copper,Grooved,Copper,30.5,Anti-Gravity (Top Heat),Natural Convection,0,39.5,40.8,40.2,0.0134,297297,,
24.5,3.84,131.5,8,,,25.4,45.4,60.7,Water,Copper,Grooved,Copper,58.1,Horizontal,Forced Convection,1.7,31.3,31.6,31.4,0.0125,306704,,
27.2,1.42,316.8,8,,,76.4,108,132.4,Methanol,Aluminum,Grooved,Aluminum,47,Vertical (Bottom Heat),Natural Convection,0,42.2,42.5,42.4,0.01,1273817,,
155.8,9.13,278.2,10,,,54.3,113.1,110.8,Water,Aluminum,Grooved,Aluminum,43,Vertical (Bottom Heat),Forced Convection,3.9,38.5,39.7,38.9,0.0074,665897,204350996.2,
11.6,3.3,85.7,8,,,14,30.6,41.1,Water,Aluminum,Grooved,Aluminum,61.8,Horizontal,Natural Convection,0,20.9,21.5,21.2,0.0478,65950,,95.6
122.6,15.9,233.5,6,9.7,2.9,40.9,85.7,106.9,Water,Copper,Grooved,Copper,37.4,Vertical (Bottom Heat),Forced Convection,2.1,36.2,37.5,36.6,0.0109,1046370,,
146.1,5.95,280.7,10,60.4,1.3,78.1,92.4,110.2,Water,Aluminum,Grooved,Aluminum,35.8,Vertical (Bottom Heat),Natural Convection,0,28.4,29.6,29.1,0.0079,962411,231131795.5,
140.7,6.44,307.5,10,,,69.5,121.8,116.2,Water,Copper,Grooved,Copper,50.5,Vertical (Bottom Heat),Forced Convection,3.9,44.1,44.6,44.3,0.0036,1569796,191382723,
13.9,1.91,226.5,6,25.7,1.1,38.7,110.2,77.6,Ammonia,Aluminum,Grooved,Aluminum,56,Horizontal,Forced Convection,3.5,31.6,31.9,31.7,0.0184,522856,37836500.2,
28.6,2.19,252.7,6,,,69.2,80.9,102.6,Methanol,Aluminum,Grooved,Aluminum,36.3,Vertical (Bottom Heat),Natural Convection,0,29,29.5,29.3,0.0171,1091701,533262494.2,
52.3,4.54,134.7,10,,,36.7,58.8,39.2,Water,Copper,Grooved,Copper,60.8,Vertical (Bottom Heat),Natural Convection,0,31.7,32.2,32,0.009,340211,,
19.1,2.11,126.5,10,30.2,2.6,28.8,38.3,59.4,Water,Aluminum,Grooved,Aluminum,49.3,Horizontal,Forced Convection,1.4,45,45.3,45.1,0.0163,168777,,
93.6,13.35,97.7,8,14.8,3.4,27.9,40,29.8,Water,Aluminum,Grooved,Aluminum,30.8,Anti-Gravity (Top Heat),Forced Convection,3.1,34.2,36.3,35.1,0.0221,132163,,97.3
23.5,2.13,204.5,10,,,35.2,79,90.3,Ammonia,Copper,Grooved,Copper,35.9,Horizontal,Forced Convection,1.9,26.6,26.8,26.7,0.0064,553049,31860077.9,
24.5,1.79,274.5,8,15.2,3.3,54.5,115.4,104.6,Water,Aluminum,Grooved,Aluminum,40.2,Horizontal,Natural Convection,0,23.1,23.4,23.2,0.0119,767573,,
34.6,1.41,341.7,10,32.7,2.4,78.1,120.6,143,Acetone,Aluminum,Grooved,Aluminum,41.5,Vertical (Bottom Heat),Natural Convection,0,29.3,29.6,29.5,0.0073,1192075,,
62.6,4.69,166.6,10,,,42.5,82.2,41.9,Acetone,Aluminum,Grooved,Aluminum,47.1,Vertical (Bottom Heat),Natural Convection,0,23.8,24.6,24.2,0.0121,279045,,
119.2,9.08,190.9,10,,,41.8,92,57.1,Acetone,Aluminum,Grooved,Aluminum,63.8,Vertical (Bottom Heat),Forced Convection,2.8,27.1,28.2,27.4,0.0092,326441,,
122.1,20.96,114.6,6,,,30.9,35.2,48.5,Water,Copper,Grooved,Copper,42.5,Horizontal,Natural Convection,0,43.4,46.4,45.2,0.0242,378782,,
42.7,1.59,318.8,10,23.1,3.4,85.7,157.1,76,Water,Aluminum,Grooved,Aluminum,36.4,Vertical (Bottom Heat),Forced Convection,1,35.7,35.9,35.8,0.005,1066576,78735469.2,94.5
28.9,2.96,158.3,10,,,31.1,59.8,67.4,Acetone,Aluminum,Grooved,Aluminum,33.4,Horizontal,Forced Convection,1.3,42.1,42.5,42.2,0.0129,221039,72233457.6,
33.8,1.88,309.4,8,,,71.5,132.7,105.2,Ammonia,Copper,Grooved,Copper,33.5,Horizontal,Natural Convection,0,29.8,30,29.9,0.0057,1861993,84892810.6,
23,3.09,90.4,10,,,23.7,34.4,32.3,Methanol,Aluminum,Grooved,Aluminum,43.4,Vertical (Bottom Heat),Natural Convection,0,31.2,31.8,31.5,0.0246,91583,75434661.8,
11.3,1.03,247.5,6,,,58.2,105.1,84.2,Water,Aluminum,Grooved,Aluminum,36.3,Horizontal,Natural Convection,0,20.1,20.3,20.2,0.0178,857943,,
135.8,35.84,115.5,6,,,20.1,40.7,54.7,Water,Aluminum,Grooved,Aluminum,37.7,Anti-Gravity (Top Heat),Forced Convection,3.3,37.8,43.2,39.7,0.0397,152051,160958554.9,97.8
69.4,3.1,308.9,8,35.9,1.4,89,106,113.9,Water,Copper,Grooved,Copper,32,Horizontal,Forced Convection,3.1,26.7,27,26.8,0.0043,2364063,199038340.2,
27.2,2.37,189.9,10,,,36.5,91.8,61.6,Methanol,Copper,Grooved,Copper,49.7,Vertical (Bottom Heat),Forced Convection,2.7,36.3,36.5,36.4,0.0063,489070,,96.2
68.5,5.86,188.1,8,,,46.5,67.2,74.4,Methanol,Aluminum,Grooved,Aluminum,66.1,Vertical (Bottom Heat),Forced Convection,2,23.8,24.7,24.2,0.0129,453063,,
5,0.47,158.2,8,,,42.6,56.4,59.2,Water,Aluminum,Wire Mesh,Aluminum,50.9,Vertical (Bottom Heat),Natural Convection,0,20.1,93.6,60.7,14.6929,329,,95.2
33.7,3.53,304.1,6,10.1,2.8,50.7,133,120.4,Methanol,Aluminum,Grooved,Aluminum,45.7,Vertical (Bottom Heat),Natural Convection,0,28.4,29,28.7,0.0177,955626,,
11.1,1.15,161.6,10,23.1,3.4,30.8,61.9,68.9,Methanol,Aluminum,Grooved,Aluminum,68.7,Horizontal,Natural Convection,0,34.3,34.5,34.4,0.017,223586,68027271.1,97.1
132.6,21.43,128.7,10,41.3,1.9,19.7,62,47,Water,Aluminum,Grooved,Aluminum,50.8,Horizontal,Natural Convection,0,34.4,37.3,35.5,0.0222,109115,,96.3
8.8,1.77,197,4,,,39.6,61.7,95.7,Ammonia,Aluminum,Grooved,Aluminum,62,Vertical (Bottom Heat),Forced Convection,1.7,34.7,35,34.8,0.0393,586306,43935375.2,97.3
87.6,11.56,238.1,4,,,60.3,82.1,95.7,Water,Copper,Grooved,Copper,31,Vertical (Bottom Heat),Natural Convection,0,29.6,31.5,30.7,0.0216,1722356,,97.9
57.3,6.31,179.4,10,41.3,1.9,28.9,86.7,63.8,Water,Aluminum,Grooved,Aluminum,63.8,Vertical (Bottom Heat),Natural Convection,0,28.5,29.4,28.9,0.0159,221559,,
18.1,0.95,257,8,,,76.2,105.8,75,Water,Copper,Grooved,Copper,43.6,Vertical (Bottom Heat),Natural Convection,0,29.8,29.9,29.8,0.006,1589366,,
10.2,0.77,192.8,8,,,52.6,66.1,74.1,Acetone,Aluminum,Grooved,Aluminum,30.5,Vertical (Bottom Heat),Forced Convection,2.9,44.1,44.2,44.1,0.0127,521032,,95.7
79,4.89,311.1,8,18.6,2.7,64.3,148.9,97.9,Water,Copper,Grooved,Copper,59.1,Horizontal,Natural Convection,0,29.2,29.7,29.4,0.006,1652232,,94.7
17.4,0.76,279.5,10,28,2.8,72.7,139.4,67.4,Water,Copper,Grooved,Copper,54.3,Horizontal,Forced Convection,3.6,23.4,23.5,23.5,0.0034,1344347,38918774.3,
54.1,11.64,94.7,8,12.9,3.9,18.5,44.7,31.5,Water,Copper,Grooved,Copper,48.1,Anti-Gravity (Top Heat),Natural Convection,0,29.5,30.6,30,0.0198,146678,,97
103.1,7.31,273.2,10,43.6,1.8,44.9,83,145.3,Water,Aluminum,Grooved,Aluminum,36.8,Horizontal,Natural Convection,0,35.5,36.7,36.1,0.0112,592361,172740684.9,
35.9,2.72,301.4,8,,,52.5,111.9,137,Water,Copper,Grooved,Copper,48,Vertical (Bottom Heat),Forced Convection,1.3,32.8,33,32.9,0.0059,1445988,104583614.5,
80.7,10.37,261.1,6,20.2,1.4,41.3,122.5,97.3,Water,Copper,Grooved,Copper,50.3,Horizontal,Natural Convection,0,31.3,32.3,31.7,0.0129,1112456,257604903.8,96.3
44,10.58,152.4,4,,,33.1,59.9,59.4,Water,Copper,Grooved,Copper,54.8,Horizontal,Forced Convection,3.2,31.6,32.8,32,0.0279,599888,174470607.7,
98,19.11,93.3,6,,,27.2,30.2,35.9,Water,Aluminum,Grooved,Aluminum,58.7,Anti-Gravity (Top Heat),Natural Convection,0,42.7,47.1,45.2,0.0454,156194,,
163.1,9.09,293.7,8,16.8,3,71.4,116.6,105.7,Water,Aluminum,Grooved,Aluminum,52.6,Vertical (Bottom Heat),Forced Convection,2.1,30.8,32.1,31.3,0.0079,1059521,,
137.1,12.65,299.8,6,,,57.5,93.5,148.8,Water,Copper,Grooved,Copper,48.6,Horizontal,Natural Convection,0,32.1,33.6,32.9,0.0107,1938645,467461124.7,97
143.8,10.44,255.5,8,,,54.8,88.8,111.9,Water,Copper,Grooved,Copper,48.6,Horizontal,Natural Convection,0,40.3,41.4,40.8,0.0079,1264943,,
11.2,2.08,154.6,6,18.8,1.5,28.5,56.6,69.5,Water,Copper,Grooved,Copper,48.1,Horizontal,Forced Convection,3.8,43.4,43.6,43.5,0.0162,480012,,
130.6,10.88,155.1,10,24.5,3.2,38.2,74.5,42.4,Acetone,Aluminum,Grooved,Aluminum,55.1,Vertical (Bottom Heat),Forced Convection,2.3,22.4,23.9,23,0.0112,237579,,
47.8,3.56,247.3,6,9.7,2.9,71.2,87,89.1,Water,Aluminum,Grooved,Aluminum,51.3,Vertical (Bottom Heat),Forced Convection,2.5,20.3,20.9,20.6,0.0135,1064468,196057825.3,95.1
84.8,11.65,249.3,6,11.3,2.5,38.6,124.3,86.4,Water,Copper,Grooved,Copper,60.2,Vertical (Bottom Heat),Natural Convection,0,21.7,22.8,22.1,0.0128,973861,,
132.8,13.28,236.7,8,,,39.8,107.7,89.2,Water,Copper,Grooved,Copper,33.8,Vertical (Bottom Heat),Forced Convection,1.2,40.9,41.9,41.2,0.0075,814926,,
34.3,5.69,80.1,10,,,19.2,30.2,30.7,Water,Copper,Grooved,Copper,37.4,Vertical (Bottom Heat),Natural Convection,0,35.9,36.5,36.2,0.0173,113403,,
177.7,15.32,348.9,4,6.3,2,92.3,163.1,93.5,Water,Aluminum,Grooved,Aluminum,65.3,Vertical (Bottom Heat),Forced Convection,1.5,39.7,42.6,40.7,0.0164,2066400,,
172.4,27.33,217.5,4,4.5,2.8,50.2,105.2,62.1,Water,Copper,Grooved,Copper,49.1,Vertical (Bottom Heat),Natural Convection,0,28.9,32.5,30.5,0.021,1201071,,
5.7,0.55,149.3,8,,,41.5,61.9,45.9,Ammonia,Aluminum,Grooved,Aluminum,31.9,Horizontal,Forced Convection,3.6,39,39.1,39.1,0.0144,300848,,94.6
94.4,10.77,136.3,10,31.4,2.5,27.9,55.7,52.7,Water,Copper,Grooved,Copper,45.4,Anti-Gravity (Top Heat),Forced Convection,3,29.3,30.1,29.6,0.0084,281094,,
134.9,4.42,347.2,10,49.1,1.6,97.1,168.7,81.4,Methanol,Copper,Grooved,Copper,48.1,Vertical (Bottom Heat),Forced Convection,2.7,22.5,22.9,22.7,0.0027,2217231,1497189483,95.2
140.8,12.88,175.4,8,45.7,1.1,43.5,79.8,52.1,Water,Aluminum,Grooved,Aluminum,37.7,Horizontal,Forced Convection,2.8,33.9,35.6,34.4,0.0122,367683,158776606,
102.1,10.7,191,6,9.7,2.9,50.6,88.8,51.6,Water,Aluminum,Grooved,Aluminum,58.9,Vertical (Bottom Heat),Forced Convection,2.6,36.2,37.9,36.9,0.0165,545590,191851835.5,
161.3,23.7,145.9,6,18.8,1.5,36.1,62,47.8,Water,Copper,Grooved,Copper,34.5,Vertical (Bottom Heat),Forced Convection,1.1,42.9,45,43.6,0.0132,525555,190584548.9,96.6
110.2,10.93,124,10,39.3,2,32.1,39.4,52.5,Water,Copper,Grooved,Copper,46.5,Vertical (Bottom Heat),Forced Convection,1.9,21.8,22.8,22.2,0.0091,302017,,
116.2,6.8,319,6,12.9,2.2,90.6,123.8,104.6,Water,Copper,Grooved,Copper,62.5,Vertical (Bottom Heat),Forced Convection,3.7,21.8,22.5,22.1,0.006,2884336,,
118.7,6.66,251.1,8,12.6,4,70.9,114.8,65.4,Water,Copper,Grooved,Copper,64.4,Horizontal,Forced Convection,4,37.3,37.9,37.5,0.0047,1409829,,
60.9,8.5,83.4,10,,,22.8,40.3,20.3,Water,Aluminum,Grooved,Aluminum,60.3,Vertical (Bottom Heat),Forced Convection,1.5,30.1,31.3,30.6,0.0189,74532,,
73.8,10.84,95.2,8,31.4,1.6,27.1,42.6,25.5,Water,Copper,Grooved,Copper,55.7,Horizontal,Natural Convection,0,32.4,33.5,32.9,0.0155,205502,53681757.3,
28.2,4.37,182.3,4,7.9,1.6,51.4,79,51.9,Water,Copper,Grooved,Copper,51.5,Vertical (Bottom Heat),Natural Convection,0,43,43.7,43.4,0.0239,1030084,,
53.8,5.82,106.7,10,,,29.4,52.9,24.4,Water,Aluminum,Grooved,Aluminum,68.8,Horizontal,Natural Convection,0,34.6,35.6,35.1,0.0183,121502,,
40.9,2.41,251.4,10,,,54,77.5,119.9,Acetone,Aluminum,Grooved,Aluminum,50.7,Horizontal,Natural Convection,0,40.5,40.9,40.7,0.011,631386,,96.8
19.9,2.07,159.2,10,,,30.6,60.6,68,Methanol,Copper,Grooved,Copper,41.6,Vertical (Bottom Heat),Forced Convection,3,25.3,25.5,25.4,0.0076,370400,,95.6
179.3,9.21,294.9,8,,,77.5,141,76.4,Water,Copper,Grooved,Copper,41.1,Horizontal,Forced Convection,2.2,41.4,42.2,41.7,0.0043,1807934,,
115.8,14.8,87.6,10,,,24.9,37.8,24.9,Acetone,Copper,Grooved,Copper,54.5,Vertical (Bottom Heat),Natural Convection,0,24,25.5,24.7,0.013,149233,,
27.3,3.3,200.6,6,10.5,2.7,43.9,99.2,57.5,Methanol,Copper,Grooved,Copper,52.5,Vertical (Bottom Heat),Forced Convection,2.4,33.7,34,33.8,0.0099,851084,,
119.8,10.33,260.9,6,7.6,3.7,61.5,126.2,73.2,Methanol,Aluminum,Grooved,Aluminum,67.2,Vertical (Bottom Heat),Natural Convection,0,41.5,43.3,42.3,0.0153,912324,,
39.2,7.09,87.5,8,,,22,35.5,30,Acetone,Copper,Grooved,Copper,42.3,Horizontal,Forced Convection,3.5,27.4,28,27.6,0.0152,162304,69689162.4,
121.3,9.87,239.5,6,,,65.2,87.3,87,Water,Copper,Grooved,Copper,61.3,Vertical (Bottom Heat),Natural Convection,0,37.2,38.5,37.9,0.0105,1599940,,
126.9,22.07,164.2,6,,,30.5,74.1,59.6,Water,Aluminum,Grooved,Aluminum,61.1,Vertical (Bottom Heat),Natural Convection,0,40.8,44.6,42.4,0.0296,303385,,
75.2,21.56,81.5,6,,,18.5,37.9,25.1,Methanol,Aluminum,Grooved,Aluminum,32.3,Horizontal,Forced Convection,3.6,26.8,29.8,27.7,0.0402,87565,,96.7
139.1,45.18,120.8,4,,,24.5,55.5,40.8,Water,Copper,Grooved,Copper,51,Vertical (Bottom Heat),Forced Convection,2.8,32.1,36.7,33.4,0.0334,338793,,
43.9,7.75,205.2,4,,,45.1,91.1,69,Water,Copper,Grooved,Copper,45.8,Horizontal,Forced Convection,4,32.6,33.4,32.8,0.0193,1058183,,94.7
98.4,7.08,293.2,6,8.6,3.3,73.7,92,127.5,Water,Copper,Grooved,Copper,32.5,Vertical (Bottom Heat),Natural Convection,0,34.1,35,34.6,0.0095,2330282,,
158.3,13.32,211.5,8,14,3.6,47.3,81.5,82.7,Water,Aluminum,Grooved,Aluminum,50,Horizontal,Forced Convection,1.7,27.1,29.1,27.9,0.0124,517013,247088326.9,
179.3,20.27,200.8,8,31.4,1.6,35.2,98.2,67.4,Water,Copper,Grooved,Copper,45,Horizontal,Natural Convection,0,22,23.8,22.7,0.0102,593122,,
174,15.36,213.4,6,20.2,1.4,60.1,101.7,51.6,Water,Copper,Grooved,Copper,61.8,Horizontal,Forced Convection,2.8,33.2,34.6,33.7,0.008,1197005,,
64.3,4.09,210.3,8,16.8,3,62.5,71.7,76.1,Water,Aluminum,Grooved,Aluminum,64.1,Horizontal,Forced Convection,2.9,24.9,25.6,25.2,0.0106,665015,,96.1
43.4,4.71,194.4,8,,,36.7,84.9,72.8,Water,Copper,Grooved,Copper,41.7,Vertical (Bottom Heat),Forced Convection,1,44.9,45.3,45.1,0.0085,616093,60951820.5,
8.4,1.07,112.8,8,27.9,1.8,31.3,45.4,36.1,Methanol,Aluminum,Grooved,Aluminum,36.8,Horizontal,Natural Convection,0,44.8,45,44.9,0.0232,172987,42307461.5,
7.2,3.34,86.2,3,6.4,1.1,22.9,29.4,33.9,Water,Copper,Grooved,Copper,59.2,Horizontal,Forced Convection,3.8,43.5,44.1,43.7,0.089,198124,26396347.8,
16,0.99,238.3,8,,,64.6,117.8,55.9,Acetone,Aluminum,Grooved,Aluminum,67.8,Vertical (Bottom Heat),Natural Convection,0,29,29.2,29.1,0.0108,705358,,94.7
13.4,0.57,328.4,8,29.6,1.7,93.7,126.5,108.2,Water,Copper,Grooved,Copper,58.9,Horizontal,Forced Convection,2.6,43.4,43.5,43.5,0.004,2570178,,
166.6,9.02,307.2,10,,,58.8,102,146.4,Water,Copper,Grooved,Copper,65.2,Vertical (Bottom Heat),Natural Convection,0,36.6,37.5,37,0.0053,1421831,255874473.5,
171.8,11.93,214.9,8,,,57.3,95.2,62.4,Water,Aluminum,Grooved,Aluminum,43.7,Vertical (Bottom Heat),Forced Convection,3.4,24.1,25.8,24.7,0.0098,590339,,
12,0.83,230.5,10,,,45.8,98,86.7,Acetone,Copper,Grooved,Copper,52.4,Vertical (Bottom Heat),Natural Convection,0,40.1,40.2,40.2,0.0066,773949,,
46.6,2.2,264.2,10,46.2,1.7,67.3,85.5,111.4,Acetone,Copper,Grooved,Copper,30.3,Vertical (Bottom Heat),Forced Convection,2.3,37.3,37.5,37.4,0.0042,1346648,,
163.5,16.06,163.3,8,,,40.5,71.1,51.7,Methanol,Aluminum,Grooved,Aluminum,44.7,Vertical (Bottom Heat),Natural Convection,0,34.1,36.9,35.5,0.0171,323195,1138113363,
121,21.12,97.7,8,50.3,1,22.8,46.8,28.1,Water,Aluminum,Grooved,Aluminum,32.8,Anti-Gravity (Top Heat),Natural Convection,0,40.9,44.4,42.5,0.0288,106567,,
35.9,2.5,322.8,6,,,76.3,114.7,131.8,Ammonia,Copper,Grooved,Copper,51.9,Vertical (Bottom Heat),Forced Convection,3.5,23.1,23.3,23.2,0.0066,2606324,146759215.2,
104.5,11.67,98,10,65.4,1.2,28.5,35.6,33.9,Methanol,Copper,Grooved,Copper,35.6,Vertical (Bottom Heat),Natural Convection,0,29.4,30.7,30.1,0.0127,200276,353804080.4,
31,14.68,80.6,4,,,16.8,27.7,36.1,Water,Copper,Grooved,Copper,67.4,Vertical (Bottom Heat),Forced Convection,1.8,31.7,33.4,32.3,0.056,167763,70183294,
138.4,14.34,205.6,6,,,51.2,91.9,62.5,Water,Copper,Grooved,Copper,34.5,Vertical (Bottom Heat),Natural Convection,0,33.3,34.9,34.1,0.0119,1031665,,
70.1,8.5,165.7,8,25.1,2,32.8,64.6,68.3,Water,Aluminum,Grooved,Aluminum,42.1,Horizontal,Natural Convection,0,20.5,22,21.2,0.021,285144,,
49.9,7.6,90.6,10,29.1,2.7,20.9,44.8,24.9,Acetone,Copper,Grooved,Copper,55.8,Vertical (Bottom Heat),Natural Convection,0,23.6,24.3,23.9,0.0144,128601,,
18.5,4.17,301.3,3,3.5,2,47.1,123.5,130.7,Water,Aluminum,Grooved,Aluminum,53.5,Vertical (Bottom Heat),Forced Convection,1.6,32.5,33.6,32.8,0.0576,866769,,
154.4,11.03,341.6,8,13.2,3.8,55.7,140.6,145.3,Methanol,Copper,Grooved,Copper,35.8,Vertical (Bottom Heat),Forced Convection,3.4,27,27.8,27.2,0.0054,1702893,,
153.5,42.71,170.1,4,,,28.6,54.4,87.1,Water,Copper,Grooved,Copper,43.8,Horizontal,Forced Convection,3.1,33.5,38.1,35,0.0298,629457,,
11.2,0.96,221.2,8,23.9,2.1,46.3,77.1,97.8,Water,Aluminum,Grooved,Aluminum,34.2,Vertical (Bottom Heat),Natural Convection,0,44.2,44.4,44.3,0.0149,548736,20630854.4,94.9
13.9,1,327,8,,,55.2,124.6,147.2,Methanol,Aluminum,Grooved,Aluminum,50.9,Vertical (Bottom Heat),Forced Convection,1.1,42,42.1,42,0.0094,971572,224596524.9,
93.4,7.91,160.7,8,25.1,2,47,50,63.7,Water,Aluminum,Grooved,Aluminum,68.1,Vertical (Bottom Heat),Forced Convection,2.4,26.3,27.6,26.9,0.0142,391838,,
156.9,13.71,215.9,6,,,60.7,100.4,54.8,Water,Aluminum,Grooved,Aluminum,40.6,Vertical (Bottom Heat),Natural Convection,0,34.8,37.6,36.3,0.0178,730315,,
8,0.9,267.9,6,,,47.1,93,127.8,Acetone,Copper,Grooved,Copper,36.4,Horizontal,Forced Convection,3.5,40.9,41,40.9,0.01,1399847,69142090.9,97.1
25.4,2.95,174.1,6,,,45.7,54,74.4,Water,Copper,Grooved,Copper,66,Horizontal,Forced Convection,1.8,25,25.3,25.1,0.0124,853487,,
176.2,24.99,213.7,6,,,37.4,76.4,99.9,Water,Aluminum,Grooved,Aluminum,58.5,Horizontal,Forced Convection,2.2,39.6,43.1,40.6,0.0201,521302,342235420.1,96.9
151.1,6.7,320.7,8,,,89.7,118.4,112.6,Acetone,Copper,Grooved,Copper,60.9,Vertical (Bottom Heat),Natural Convection,0,42.3,43.1,42.7,0.0051,2440308,,
140.1,11.86,136.6,10,,,37.6,66.3,32.7,Water,Copper,Grooved,Copper,54.2,Anti-Gravity (Top Heat),Natural Convection,0,27.9,29.1,28.5,0.0086,339339,98282318.7,96.3
172.5,12.59,197.2,8,13.2,3.8,54.5,82.3,60.4,Water,Aluminum,Grooved,Aluminum,58.2,Vertical (Bottom Heat),Forced Convection,3,41.9,43.7,42.6,0.0107,521627,,
133.6,13.24,327.1,4,,,80.3,153.1,93.7,Water,Aluminum,Grooved,Aluminum,40,Horizontal,Forced Convection,3.2,22.9,25.3,23.7,0.0181,1709862,,
48.4,5.58,169.1,8,23.9,2.1,34.5,80.7,53.9,Methanol,Copper,Grooved,Copper,41.8,Horizontal,Forced Convection,1,36.3,36.7,36.4,0.0089,483078,,
137.4,16.15,295,4,5,2.5,67.7,94.1,133.2,Water,Aluminum,Grooved,Aluminum,46.5,Vertical (Bottom Heat),Natural Convection,0,35.8,40.1,38.1,0.0311,1466970,,
113.6,17.19,97.2,8,29.6,1.7,26.3,30.2,40.7,Water,Aluminum,Grooved,Aluminum,66.8,Vertical (Bottom Heat),Forced Convection,2.7,33.2,36.2,34.7,0.026,134746,83956292.7,
113.9,9.14,284.9,6,23.6,1.2,66.1,88.2,130.6,Water,Copper,Grooved,Copper,65.8,Horizontal,Forced Convection,2.9,43.2,44.1,43.6,0.0083,2064186,,94.5
129.1,5.51,307.1,10,21.2,3.7,74.6,106.3,126.2,Acetone,Aluminum,Grooved,Aluminum,53.1,Vertical (Bottom Heat),Forced Convection,1.5,24.6,25.4,24.9,0.006,1017898,623032398.9,
137.2,8.88,186.3,10,,,49.2,73.8,63.3,Water,Aluminum,Grooved,Aluminum,54.1,Horizontal,Natural Convection,0,20.1,21.7,20.9,0.0116,387117,,95.8
20.1,4.6,104.6,6,,,23.2,36,45.4,Water,Copper,Grooved,Copper,56.5,Anti-Gravity (Top Heat),Forced Convection,1.9,31.3,31.7,31.4,0.0211,261540,,95.9
29.9,1.94,274.9,6,,,81.7,136.3,56.9,Water,Aluminum,Grooved,Aluminum,58.6,Horizontal,Forced Convection,1.1,44,44.3,44.1,0.0098,1204813,80847407.9,
26.7,2.2,323.9,6,,,64.3,119.4,140.2,Water,Copper,Grooved,Copper,32.3,Vertical (Bottom Heat),Forced Convection,1.6,45,45.2,45.1,0.0072,2242803,,
166.1,9.94,228.8,10,,,53.2,109.3,66.3,Methanol,Copper,Grooved,Copper,44,Vertical (Bottom Heat),Forced Convection,1.3,33.6,34.3,33.8,0.0045,836409,,95
84.2,18.82,139.4,4,,,35.6,63.9,39.9,Water,Aluminum,Grooved,Aluminum,32,Horizontal,Forced Convection,2.5,20.5,24.1,21.8,0.0423,322990,,
